Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,PCE,PCEC,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.49204389992804765,0.18499810449165274,0.35910560720235507,0.2839131058536061,0.11656987084834544,0.49075653804505226,0.20862882599088536,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.8847292534297494,0.9235748983361466,0.9528973689932594,1.0,0.2758620689655173,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.45091987668875166,0.18790455062411368,0.33130728246428165,0.26881938389255816,0.08695535078691373,0.46682287673159667,0.18420579366035614,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8836280776076963,0.9269006708300384,0.9528973689932594,1.0,0.26724137931034486,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.4952247057167883,0.1932470760028643,0.5101833372584625,0.3670642191471537,0.28068579975142094,0.6195909895900527,0.3437271763879236,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.884621804505559,0.9302126136796505,0.9528973689932594,0.9982847341337908,0.25,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.494672476787919,0.19760674520155572,0.5078210353094935,0.36580955215123057,0.2782483346209277,0.6175261193809969,0.3417108122321061,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8855814022644983,0.9335107268849832,0.9528973689932594,0.9965694682675815,0.2413793103448276,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5627484808437694,0.19475295207874083,0.4523087958926842,0.3354579390472863,0.21851533730813225,0.5699638982486126,0.29249557781048396,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8892554706079461,0.9388256375583538,0.9528973689932594,0.9948542024013722,0.2241379310344828,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.5832117919093788,0.1911936086266691,0.535446197244945,0.3810259422123331,0.308291177497965,0.6410708618000096,0.3664391594696085,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8939133975176493,0.944155120796651,0.9528973689932594,0.9931389365351629,0.21551724137931036,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.5767436886792886,0.1851946757276646,0.5096320601146941,0.36693155322420357,0.2805698244626319,0.6189318943911915,0.34359467377202035,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.8982798461155392,0.9494991768366999,0.9528973689932594,0.9914236706689536,0.20689655172413793,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.5287365577410977,0.19281532132376686,0.41154971119745476,0.31337943430980086,0.17524188535942695,0.5348131838849848,0.25679643111286626,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.9010943734938174,0.9502101021626322,0.9528973689932594,0.9897084048027445,0.21551724137931036,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.5579463055443048,0.19515662515269372,0.5289854372975237,0.3776107584848436,0.301670828983294,0.6354055660710001,0.3609588421901527,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.9052996648852596,0.9509171724479866,0.9528973689932594,0.9897084048027445,0.21551724137931036,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.5194182028979929,0.19655017480799203,0.37521680324724105,0.29372956263650846,0.13675545842759032,0.5034452493093836,0.22503952950622302,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.9076970545130852,0.951620387455938,0.9528973689932594,0.9879931389365352,0.2241379310344828,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
