Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	Mask2	School	Hosp1	Deaths1
2012-01-01	1.0	0.0	0.0	0.0	0.953125	0.5833333333333333	0.9999999999999999	0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.01641256801089576	0.8127007005891788	0.3768058808595598	0.1416141872127477	0.9375	0.5740740740740742	0.004163145133798899	0.003602264316064704	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0	0.0
2012-03-01	0.01654234290598871	0.8104710024462333	0.3982563377158147	0.1346111222028757	0.9375	0.5648148148148149	0.004350163513336679	0.0037739693159225605	0.4783596646895119	0.966573298315848	0.0	0.0	0.0	0.0
2012-04-01	0.01313876023032227	0.61504186742355	0.029908399599344382	0.14313220295586793	0.9375	0.5648148148148149	0.004706216076951827	0.004089833757991845	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0	0.0
2012-05-01	0.014286330079079802	0.6138489311350771	0.19532725453032104	0.15155783138792425	0.9375	0.5648148148148149	0.006219961270517563	0.005393881499028539	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0	0.0
2012-06-01	0.013993422687124519	0.6126661495263873	0.15144254331133955	0.15420788120146597	0.953125	0.5648148148148149	0.005812248480551404	0.005057432021759493	0.34089822278672366	0.956476820529933	0.0	0.0	0.0	0.0
2012-07-01	0.016077272567482596	0.6062822746481717	0.49034452527949846	0.16427509437299287	0.96875	0.5648148148148149	0.005252778602187073	0.004591288621887621	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0	0.0
2012-08-01	0.014656986657387957	0.6061789485631953	0.2845930856928361	0.1550181804588299	0.984375	0.5648148148148149	0.0033540770974900963	0.0029817024611922703	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0	0.0
2012-09-01	0.01479821815624314	0.6060760533041368	0.3057195151209717	0.136006660185376	0.984375	0.5648148148148149	0.0035385472203151337	0.0031503934600464072	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0	0.0
2012-10-01	0.012584297011855794	0.6264073421982728	0.002081646087483735	0.1732841562407965	1.0	0.5648148148148149	0.0035651945862844973	0.003184218769918053	0.506728251696605	0.9710078867636006	0.0	0.0	0.0	0.0
2012-11-01	0.014300286822990168	0.6255664253412606	0.2505959177439673	0.1509882697866281	1.0	0.5648148148148149	0.005837990769360471	0.005135459033065938	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0	0.0
2012-12-01	0.014056707567925701	0.6247335018951339	0.21438692244564275	0.174449522025673	1.0	0.5555555555555556	0.005496825797368061	0.00485502405319763	0.37413804795301997	0.9579119267895568	0.0	0.0	0.0	0.0
2013-01-01	0.01572731918101039	0.690905603405175	0.40710847018400487	0.17593176418574327	0.984375	0.5555555555555556	0.0044363935980185655	0.0036633279449347516	0.4730736920152049	0.9666573187698657	0.0	0.0	0.0	0.0
2013-02-01	0.014899247743947033	0.6902244390183059	0.2875336470367451	0.1516439272059782	0.9375	0.5277777777777779	0.003331040716985754	0.002732955067297319	0.6349860070635606	0.9739022526346681	0.0	0.0	0.0	0.0
2013-03-01	0.017228963943521792	0.6895505982833392	0.6267741827388562	0.12871237545403671	0.90625	0.5000000000000002	0.006438291022129767	0.0053987330794031665	0.24716895130705616	0.953062076468007	0.0	0.0	0.0	0.0
2013-04-01	0.015253596256806681	0.6112758355354269	0.5324788290651095	0.1393326755372499	0.875	0.47222222222222227	0.006084530023902195	0.005109676962625628	0.28136451627527614	0.9552985360150279	0.0	0.0	0.0	0.0
2013-05-01	0.014575361483474549	0.6111266433306404	0.43299816769269417	0.15395440486247333	0.84375	0.4444444444444445	0.005163337548794188	0.00433604774593972	0.39935182972145283	0.9613194141187007	0.0	0.0	0.0	0.0
2013-06-01	0.013865855086066806	0.6109782359539541	0.3289812060639983	0.1574304905200886	0.8125	0.4074074074074075	0.004200614749519842	0.003526811355893199	0.4918638127890506	0.9676185898792923	0.0	0.0	0.0	0.0
2013-07-01	0.016290829093116358	0.703677122188297	0.48640620540457274	0.197264293931099	0.78125	0.3796296296296297	0.004756390913011302	0.004013771075783548	0.4719810427311055	0.9637948380358665	0.0	0.0	0.0	0.0
2013-08-01	0.016135982631875642	0.702956522956638	0.46499122105995105	0.09113644601975956	0.765625	0.3611111111111111	0.004553908891042376	0.003853255955493678	0.4921920362000497	0.965027867173961	0.0	0.0	0.0	0.0
2013-09-01	0.01665926525966199	0.7022434899642243	0.5420921707960692	0.14948684790588251	0.71875	0.30555555555555564	0.005256006335760905	0.0044648369287371694	0.3976005690238599	0.9602308122521267	0.0	0.0	0.0	0.0
2013-10-01	0.01556584791535009	0.6520235829036224	0.3665515557370094	0.1507418158719649	0.703125	0.29629629629629634	0.004422272956050717	0.0037651325547842316	0.4050553748719518	0.9656751792246812	0.0	0.0	0.0	0.0
2013-11-01	0.015616559749851048	0.6516070937039125	0.3744125331868916	0.13960059911758174	0.703125	0.28703703703703703	0.004487297736345903	0.003832559328277337	0.46667314549690636	0.9651282623410788	0.0	0.0	0.0	0.0
2013-12-01	0.015403783396645682	0.6511942442567864	0.3439811153640341	0.15707711215110218	0.703125	0.27777777777777785	0.004200859222298915	0.003599802698458279	0.504271433281398	0.9669260016326096	0.0	0.0	0.0	0.0
2014-01-01	0.014505517043382253	0.6733807667293669	0.46108278059982694	0.16293614791429648	0.6875	0.27777777777777785	0.004209223687042251	0.004454255302958699	0.493934346505972	0.9665405811298221	0.0	0.0	0.0	0.0
